
trp_multiplayer_profile_troop_male|multiplayer profile troop male
trp_multiplayer_profile_troop_male_pl|multiplayer profile troop male
trp_multiplayer_profile_troop_female|multiplayer profile troop female
trp_multiplayer_profile_troop_female_pl|multiplayer profile troop female
trp_temp_troop|Temp Troop
trp_temp_troop_pl|Temp Troop
trp_find_item_cheat|find item cheat
trp_find_item_cheat_pl|find item cheat
trp_random_town_sequence|Random Town Sequence
trp_random_town_sequence_pl|Random Town Sequence
trp_tournament_participants|토너먼트 참가자들
trp_tournament_participants_pl|토너먼트 참가자들
trp_tutorial_maceman|둔기병
trp_tutorial_maceman_pl|둔기병들
trp_tutorial_archer|궁수
trp_tutorial_archer_pl|궁수들
trp_tutorial_swordsman|검사
trp_tutorial_swordsman_pl|검사들
trp_novice_fighter|신입 투사
trp_novice_fighter_pl|신입 투사들
trp_regular_fighter|정규 투사
trp_regular_fighter_pl|정규 투사들
trp_veteran_fighter|고참 투사
trp_veteran_fighter_pl|고참 투사들
trp_champion_fighter|챔피언 투사
trp_champion_fighter_pl|챔피언 투사들
trp_arena_training_fighter_1|신입 투사
trp_arena_training_fighter_1_pl|신입 투사들
trp_arena_training_fighter_2|견습 투사
trp_arena_training_fighter_2_pl|견습 투사들
trp_arena_training_fighter_3|정규 투사
trp_arena_training_fighter_3_pl|정규 투사들
trp_arena_training_fighter_4|용병 투사
trp_arena_training_fighter_4_pl|용병 투사들
trp_arena_training_fighter_5|용병 투사
trp_arena_training_fighter_5_pl|용병 투사들
trp_arena_training_fighter_6|고참 투사
trp_arena_training_fighter_6_pl|고참 투사들
trp_arena_training_fighter_7|최고참 투사
trp_arena_training_fighter_7_pl|최고참 투사들
trp_arena_training_fighter_8|싱갈 투사
trp_arena_training_fighter_8_pl|싱갈 투사들
trp_arena_training_fighter_9|명인 투사
trp_arena_training_fighter_9_pl|명인 투사들
trp_arena_training_fighter_10|챔피언 투사
trp_arena_training_fighter_10_pl|챔피언 투사들
trp_arena_training_fighter_fem_1|신입 투사
trp_arena_training_fighter_fem_1_pl|신입 투사들
trp_arena_training_fighter_fem_2|견습 투사
trp_arena_training_fighter_fem_2_pl|견습 투사들
trp_arena_training_fighter_fem_3|정규 투사
trp_arena_training_fighter_fem_3_pl|정규 투사들
trp_arena_training_fighter_fem_4|용병 투사
trp_arena_training_fighter_fem_4_pl|용병 투사들
trp_arena_training_fighter_fem_5|용병 투사
trp_arena_training_fighter_fem_5_pl|용병 투사들
trp_arena_training_fighter_fem_6|고참 투사
trp_arena_training_fighter_fem_6_pl|고참 투사들
trp_arena_training_fighter_fem_7|최고참 투사
trp_arena_training_fighter_fem_7_pl|최고참 투사들
trp_arena_training_fighter_fem_8|싱갈 투사
trp_arena_training_fighter_fem_8_pl|싱갈 투사들
trp_arena_training_fighter_fem_9|명인 투사
trp_arena_training_fighter_fem_9_pl|명인 투사들
trp_arena_training_fighter_fem_10|챔피언 투사
trp_arena_training_fighter_fem_10_pl|챔피언 투사들
trp_arena_training_fighter_dshar_1|신입 투사
trp_arena_training_fighter_dshar_1_pl|신입 투사들
trp_arena_training_fighter_dshar_2|견습 투사
trp_arena_training_fighter_dshar_2_pl|견습 투사들
trp_arena_training_fighter_dshar_3|정규 투사
trp_arena_training_fighter_dshar_3_pl|정규 투사들
trp_arena_training_fighter_dshar_4|용병 투사
trp_arena_training_fighter_dshar_4_pl|용병 투사들
trp_arena_training_fighter_dshar_5|용병 투사
trp_arena_training_fighter_dshar_5_pl|용병 투사들
trp_arena_training_fighter_dshar_6|고참 투사
trp_arena_training_fighter_dshar_6_pl|고참 투사들
trp_arena_training_fighter_dshar_7|최고참 투사
trp_arena_training_fighter_dshar_7_pl|최고참 투사들
trp_arena_training_fighter_dshar_8|싱갈 투사
trp_arena_training_fighter_dshar_8_pl|싱갈 투사들
trp_arena_training_fighter_dshar_9|명인 투사
trp_arena_training_fighter_dshar_9_pl|명인 투사들
trp_arena_training_fighter_dshar_10|챔피언 투사
trp_arena_training_fighter_dshar_10_pl|챔피언 투사들
trp_arena_training_fighter_dshar_fem_1|신입 투사
trp_arena_training_fighter_dshar_fem_1_pl|신입 투사들
