menu_start_game_0|Welcome, adventurer, to Prophesy of Pendor! ^ Before beginning the game you must create your character. ^^ Be very careful, Adventurer. Your background choices here will forever impact your options and opportunities in Pendor.
mno_continue|Continue...
mno_go_back|Go back
menu_start_phase_2|By the grace of the divine, you arrive in Pendor, a land plagued by constant strife for over 150 years. You have accepted a daunting challenge: to stave off the influence of evil, reunite the warring factions of the old Kingdom, and create a new possibility for Pendor, as echoed by the mad wanderer, Madigan. These are dangerous lands, where many powers, great and small, vie against one another for supremacy. Here you will find honor and nobility, but also deceit and skulduggery. There will be valorous knights, and black-hearted assassins. You will leave your past behind to start a new life. Pendor is not your typical medieval country. Women and men have equal chances of successes and failure in Pendor. If you succeed, you will create another destiny, a new possibility in the infinite dimensions of reality. Your choices may create a new thread in the weave for the Oracle to choose, and offer the possibility that your actions may save us all. Drawn by the stories you hear about Pendor and its kingdoms, you.
mno_town_1|join a caravan to Sarleon, in the Kingdom of Sarleon.
mno_town_2|join a caravan to Ravenstern, in the Kingdom of Ravenstern.
mno_town_3|join a caravan to Torbah, in the D'Shar Principalities.
mno_town_4|take a ship to Javiksholm, in the Fierdsvain.
mno_town_5|take a ship to Janos, in the Empire.
mno_pop_cheat|[TEST] Just let me play!
menu_start_game_3|Choose your scenario:
menu_tutorial|You approach a field where the locals are training with weapons. You can practice here to improve your combat skills.
mno_go_back_dot|Go back.
menu_reports|Character Renown/Prestige: {reg5}^ ^Honor Rating: {reg6}^Prestige spent: {reg9}^Base prestige cost of Honor troops: {reg10}^^Party Morale: {reg8}^Party Size Limit: {reg7}^^Next Payday: {s60}
mno_action_view_troop_trees|Troop trees.
mno_view_character_report|View character report.
mno_view_party_size_report|View party size report.
mno_view_morale_report|View party morale report.
mno_view_weekly_budget_report|View weekly budget report.
mno_view_center_income_report|View location income report.
mno_view_victory_condition_report|View victory progress.
mno_view_achievement_report|View achievements.
mno_view_faction_relations_report|View faction relations report.
mno_view_npc_mission_report|View companion mission report.
mno_lord_relations|View list of known lords by relation.
mno_courtship_relations|View courtship relations.
mno_action_view_world_map|Pendor map.
mno_resume_travelling|Resume travelling.
menu_custom_battle_scene|(NO TRANS)
menu_custom_battle_end|The battle is over. {s1} Your side killed {reg5} enemies and lost {reg6} troops over the battle. You personally slew {reg7} men in the fighting.
menu_start_game_1|Select your character's gender.
mno_start_male|Male.
mno_start_female|Female (Warband faces).
mno_start_female_2|Female (Custom faces).
menu_start_character_1|You were born years ago, and reside now in the Land of Barclay, far to the West and South of Pendor. Your father was...
mno_start_noble|a minor noble.
mno_start_merchant|a merchant ship captain.
mno_start_guard|a former knight.
mno_start_forester|a retired adventurer.
mno_start_nomad|a wandering nomad clan leader.
mno_start_thief|a rough and mysterious figure.
mno_start_priest|a respectable physician.
menu_start_character_2|{s10}^^ In your youth, you had very little idle time, as your father... 
mno_page|arranged for you to serve a minor Barclay noble.
mno_apprentice|sent you to become an apprentice to the local guild as a craftsman.
mno_stockboy|put you in the care of a successful merchant.
mno_urchin|left you to fend for yourself.
