itm_no_item|잘못된 항목
itm_no_item_pl|잘못된 항목
itm_tutorial_spear|창
itm_tutorial_spear_pl|창
itm_tutorial_club|클럽
itm_tutorial_club_pl|클럽
itm_tutorial_battle_axe|전투 도끼
itm_tutorial_battle_axe_pl|전투 도끼
itm_tutorial_arrows|화살표
itm_tutorial_arrows_pl|화살표
itm_tutorial_bolts|볼트
itm_tutorial_bolts_pl|볼트
itm_tutorial_short_bow|짧은 활
itm_tutorial_short_bow_pl|짧은 활
itm_tutorial_crossbow|석궁
itm_tutorial_crossbow_pl|석궁
itm_tutorial_throwing_daggers|단검 던지기
itm_tutorial_throwing_daggers_pl|단검 던지기
itm_tutorial_saddle_horse|승용마
itm_tutorial_saddle_horse_pl|승용마
itm_tutorial_shield|연 방패
itm_tutorial_shield_pl|연 방패
itm_tutorial_staff_no_attack|직원
itm_tutorial_staff_no_attack_pl|직원
itm_tutorial_staff|직원
itm_tutorial_staff_pl|직원
itm_tutorial_sword|검
itm_tutorial_sword_pl|검
itm_tutorial_axe|도끼
itm_tutorial_axe_pl|도끼
itm_tutorial_dagger|단검
itm_tutorial_dagger_pl|단검
itm_horse_meat|말고기
itm_horse_meat_pl|말고기
itm_practice_sword|연습용 검
itm_practice_sword_pl|연습용 검
itm_heavy_practice_sword|헤비 연습용 검
itm_heavy_practice_sword_pl|헤비 연습용 검
itm_practice_dagger|연습 단검
itm_practice_dagger_pl|연습 단검
itm_practice_axe|연습용 도끼
itm_practice_axe_pl|연습용 도끼
itm_arena_axe|도끼
itm_arena_axe_pl|도끼
itm_arena_sword|검
itm_arena_sword_pl|검
itm_arena_sword_two_handed|양손 검
itm_arena_sword_two_handed_pl|양손 검
itm_arena_lance|창
itm_arena_lance_pl|창
itm_practice_staff|실무진
itm_practice_staff_pl|실무진
itm_practice_lance|랜스 연습
itm_practice_lance_pl|랜스 연습
itm_practice_shield|연습용 방패
itm_practice_shield_pl|연습용 방패
itm_practice_bow|연습 활
itm_practice_bow_pl|연습 활
itm_practice_crossbow|석궁 연습
itm_practice_crossbow_pl|석궁 연습
itm_practice_javelin|창 던지기 연습
itm_practice_javelin_pl|창 던지기 연습
itm_practice_javelin_melee|창 던지기 근접 연습
itm_practice_javelin_melee_pl|창 던지기 근접 연습
itm_practice_throwing_daggers|단검 던지기
itm_practice_throwing_daggers_pl|단검 던지기
itm_practice_throwing_daggers_100_amount|단검 던지기
itm_practice_throwing_daggers_100_amount_pl|단검 던지기
itm_practice_horse|연습용 말
itm_practice_horse_pl|연습용 말
itm_practice_arrows|연습 화살표
itm_practice_arrows_pl|연습 화살표
itm_practice_bolts|연습용 볼트
itm_practice_bolts_pl|연습용 볼트
itm_practice_arrows_10_amount|연습 화살표
itm_practice_arrows_10_amount_pl|연습 화살표
itm_practice_arrows_100_amount|연습 화살표
